Periodicity;Year;Quarter;Month;Indicator;Value in Different Units;Date;Date_Object
Monthly;2020;;JUN;Total POS :  Sales (In Thousand Riyals);37016394.9057037;JUN 2020;2020-06-01
Monthly;2022;;JUN;Total POS :  Sales (In Thousand Riyals);45965660.0556947;JUN 2022;2022-06-01
Monthly;2022;;SEP;Total POS :  Sales (In Thousand Riyals);47449394.9780465;SEP 2022;2022-09-01
Monthly;2024;;JAN;Total POS :  Sales (In Thousand Riyals);53800569.00389;JAN 2024;2024-01-01
Monthly;2024;;FEB;Total POS :  Sales (In Thousand Riyals);53719464.45298;FEB 2024;2024-02-01
Monthly;2024;;JUN;Total POS :  Sales (In Thousand Riyals);52761943.03784;JUN 2024;2024-06-01
Monthly;2025;;MAR;Total POS :  Sales (In Thousand Riyals);65657569.4970186;MAR 2025;2025-03-01
Monthly;2025;;MAY;Total POS :  Sales (In Thousand Riyals);59499815.47184;MAY 2025;2025-05-01
Monthly;2025;;NOV;Total POS :  Sales (In Thousand Riyals);59012822.5416115;NOV 2025;2025-11-01
Monthly;1995;;NOV;Total POS :  Number of Transactions;480447.0;NOV 1995;1995-11-01
Monthly;1996;;AUG;Total POS :  Number of Transactions;544949.0;AUG 1996;1996-08-01
Monthly;1997;;MAR;Total POS :  Number of Transactions;652722.0;MAR 1997;1997-03-01
Monthly;1997;;APR;Total POS :  Number of Transactions;662657.0;APR 1997;1997-04-01
Monthly;1998;;DEC;Total POS :  Number of Transactions;1105374.0;DEC 1998;1998-12-01
Monthly;1999;;JUN;Total POS :  Number of Transactions;1217659.0;JUN 1999;1999-06-01
Monthly;1999;;AUG;Total POS :  Number of Transactions;1168548.0;AUG 1999;1999-08-01
Monthly;2000;;JAN;Total POS :  Number of Transactions;1155789.0;JAN 2000;2000-01-01
Monthly;2000;;MAR;Total POS :  Number of Transactions;1378059.0;MAR 2000;2000-03-01
Monthly;2000;;APR;Total POS :  Number of Transactions;1354616.0;APR 2000;2000-04-01
Monthly;2000;;JUN;Total POS :  Number of Transactions;1503355.0;JUN 2000;2000-06-01
Monthly;2001;;FEB;Total POS :  Number of Transactions;1686332.0;FEB 2001;2001-02-01
Monthly;2001;;JUN;Total POS :  Number of Transactions;2032296.0;JUN 2001;2001-06-01
Monthly;2001;;SEP;Total POS :  Number of Transactions;2070076.0;SEP 2001;2001-09-01
Monthly;2001;;NOV;Total POS :  Number of Transactions;2354841.0;NOV 2001;2001-11-01
Monthly;2002;;JAN;Total POS :  Number of Transactions;2365767.0;JAN 2002;2002-01-01
Monthly;2002;;JUL;Total POS :  Number of Transactions;2749449.0;JUL 2002;2002-07-01
Monthly;2002;;NOV;Total POS :  Number of Transactions;3400200.0;NOV 2002;2002-11-01
Monthly;2003;;JUN;Total POS :  Number of Transactions;3645638.0;JUN 2003;2003-06-01
Monthly;2004;;JUN;Total POS :  Number of Transactions;4057372.0;JUN 2004;2004-06-01
Monthly;2004;;SEP;Total POS :  Number of Transactions;4492791.0;SEP 2004;2004-09-01
Monthly;2005;;MAY;Total POS :  Number of Transactions;5399638.0;MAY 2005;2005-05-01
Monthly;2005;;OCT;Total POS :  Number of Transactions;6680400.0;OCT 2005;2005-10-01
Monthly;2006;;MAY;Total POS :  Number of Transactions;6376370.0;MAY 2006;2006-05-01
Monthly;2007;;FEB;Total POS :  Number of Transactions;7240487.0;FEB 2007;2007-02-01
Monthly;2007;;APR;Total POS :  Number of Transactions;8069991.0;APR 2007;2007-04-01
Monthly;2007;;DEC;Total POS :  Number of Transactions;9071354.0;DEC 2007;2007-12-01
Monthly;2008;;JAN;Total POS :  Number of Transactions;9522659.0;JAN 2008;2008-01-01
Monthly;2008;;AUG;Total POS :  Number of Transactions;10978416.0;AUG 2008;2008-08-01
Monthly;2009;;FEB;Total POS :  Number of Transactions;9751078.0;FEB 2009;2009-02-01
Monthly;2009;;MAR;Total POS :  Number of Transactions;10729718.0;MAR 2009;2009-03-01
Monthly;2009;;APR;Total POS :  Number of Transactions;10781182.0;APR 2009;2009-04-01
Monthly;2009;;SEP;Total POS :  Number of Transactions;9908939.0;SEP 2009;2009-09-01
Monthly;2011;;MAR;Total POS :  Number of Transactions;15126552.0;MAR 2011;2011-03-01
Monthly;2011;;JUL;Total POS :  Number of Transactions;16977715.0;JUL 2011;2011-07-01
Monthly;2011;;SEP;Total POS :  Number of Transactions;14897500.0;SEP 2011;2011-09-01
Monthly;2011;;OCT;Total POS :  Number of Transactions;17287273.0;OCT 2011;2011-10-01
Monthly;2012;;FEB;Total POS :  Number of Transactions;17196549.0;FEB 2012;2012-02-01
Monthly;2012;;APR;Total POS :  Number of Transactions;19033341.0;APR 2012;2012-04-01
Monthly;2012;;MAY;Total POS :  Number of Transactions;20279956.0;MAY 2012;2012-05-01
Monthly;2012;;JUL;Total POS :  Number of Transactions;20608135.0;JUL 2012;2012-07-01
Monthly;2012;;AUG;Total POS :  Number of Transactions;20773450.0;AUG 2012;2012-08-01
Monthly;2012;;OCT;Total POS :  Number of Transactions;21192703.0;OCT 2012;2012-10-01
Monthly;2013;;JUL;Total POS :  Number of Transactions;24386820.0;JUL 2013;2013-07-01
Monthly;2013;;SEP;Total POS :  Number of Transactions;21683993.0;SEP 2013;2013-09-01
Monthly;2014;;FEB;Total POS :  Number of Transactions;22608024.0;FEB 2014;2014-02-01
Monthly;2014;;MAR;Total POS :  Number of Transactions;26685150.0;MAR 2014;2014-03-01
Monthly;2014;;OCT;Total POS :  Number of Transactions;26275753.0;OCT 2014;2014-10-01
Monthly;2016;;FEB;Total POS :  Number of Transactions;36435679.0;FEB 2016;2016-02-01
Monthly;2016;;MAR;Total POS :  Number of Transactions;40522562.0;MAR 2016;2016-03-01
Monthly;2016;;NOV;Total POS :  Number of Transactions;48930804.0;NOV 2016;2016-11-01
Monthly;2017;;APR;Total POS :  Number of Transactions;55466330.0;APR 2017;2017-04-01
Monthly;2017;;AUG;Total POS :  Number of Transactions;62728160.0;AUG 2017;2017-08-01
Monthly;2017;;SEP;Total POS :  Number of Transactions;56276077.0;SEP 2017;2017-09-01
Monthly;2019;;APR;Total POS :  Number of Transactions;121526117.0;APR 2019;2019-04-01
Monthly;2019;;NOV;Total POS :  Number of Transactions;170308609.0;NOV 2019;2019-11-01
Monthly;2020;;AUG;Total POS :  Number of Transactions;268505194.0;AUG 2020;2020-08-01
Monthly;2020;;NOV;Total POS :  Number of Transactions;317918654.0;NOV 2020;2020-11-01
Monthly;2021;;MAR;Total POS :  Number of Transactions;395921696.0;MAR 2021;2021-03-01
Monthly;2021;;JUL;Total POS :  Number of Transactions;448847985.0;JUL 2021;2021-07-01
Monthly;2021;;AUG;Total POS :  Number of Transactions;465810703.0;AUG 2021;2021-08-01
Monthly;2022;;JAN;Total POS :  Number of Transactions;535675817.0;JAN 2022;2022-01-01
Monthly;2022;;MAR;Total POS :  Number of Transactions;602242920.0;MAR 2022;2022-03-01
Monthly;2022;;APR;Total POS :  Number of Transactions;531299278.0;APR 2022;2022-04-01
Monthly;2022;;JUN;Total POS :  Number of Transactions;605017978.0;JUN 2022;2022-06-01
Monthly;2022;;AUG;Total POS :  Number of Transactions;644903589.0;AUG 2022;2022-08-01
Monthly;2023;;JAN;Total POS :  Number of Transactions;688367844.0;JAN 2023;2023-01-01
Monthly;2023;;FEB;Total POS :  Number of Transactions;633160279.0;FEB 2023;2023-02-01
Monthly;2023;;JUN;Total POS :  Number of Transactions;756421827.0;JUN 2023;2023-06-01
Monthly;2024;;JUN;Total POS :  Number of Transactions;825840453.0;JUN 2024;2024-06-01
Monthly;2024;;JUL;Total POS :  Number of Transactions;863768954.0;JUL 2024;2024-07-01
Monthly;2024;;NOV;Total POS :  Number of Transactions;901823971.0;NOV 2024;2024-11-01
Monthly;2024;;DEC;Total POS :  Number of Transactions;935419451.0;DEC 2024;2024-12-01
Monthly;2025;;MAR;Total POS :  Number of Transactions;892485682.0;MAR 2025;2025-03-01
Monthly;2025;;NOV;Total POS :  Number of Transactions;998327746.0;NOV 2025;2025-11-01
Monthly;1995;;JUN;Total POS :  Number of Points of Sale Terminals;12076.0;JUN 1995;1995-06-01
Monthly;1996;;MAY;Total POS :  Number of Points of Sale Terminals;14724.0;MAY 1996;1996-05-01
Monthly;1996;;OCT;Total POS :  Number of Points of Sale Terminals;15594.0;OCT 1996;1996-10-01
Monthly;1996;;NOV;Total POS :  Number of Points of Sale Terminals;15655.0;NOV 1996;1996-11-01
Monthly;1997;;JAN;Total POS :  Number of Points of Sale Terminals;15887.0;JAN 1997;1997-01-01
Monthly;1997;;FEB;Total POS :  Number of Points of Sale Terminals;15942.0;FEB 1997;1997-02-01
Monthly;1997;;APR;Total POS :  Number of Points of Sale Terminals;15960.0;APR 1997;1997-04-01
Monthly;1997;;DEC;Total POS :  Number of Points of Sale Terminals;15881.0;DEC 1997;1997-12-01
Monthly;1998;;MAR;Total POS :  Number of Points of Sale Terminals;15886.0;MAR 1998;1998-03-01
Monthly;1998;;MAY;Total POS :  Number of Points of Sale Terminals;15947.0;MAY 1998;1998-05-01
Monthly;1998;;NOV;Total POS :  Number of Points of Sale Terminals;15810.0;NOV 1998;1998-11-01
Monthly;1999;;FEB;Total POS :  Number of Points of Sale Terminals;15911.0;FEB 1999;1999-02-01
Monthly;1999;;JUN;Total POS :  Number of Points of Sale Terminals;16071.0;JUN 1999;1999-06-01
Monthly;1999;;OCT;Total POS :  Number of Points of Sale Terminals;16073.0;OCT 1999;1999-10-01
Monthly;1999;;NOV;Total POS :  Number of Points of Sale Terminals;16290.0;NOV 1999;1999-11-01
Monthly;2001;;AUG;Total POS :  Number of Points of Sale Terminals;19902.0;AUG 2001;2001-08-01
Monthly;2002;;MAY;Total POS :  Number of Points of Sale Terminals;22738.0;MAY 2002;2002-05-01
Monthly;2002;;SEP;Total POS :  Number of Points of Sale Terminals;23462.0;SEP 2002;2002-09-01
Monthly;2002;;OCT;Total POS :  Number of Points of Sale Terminals;23794.0;OCT 2002;2002-10-01
Monthly;2003;;JAN;Total POS :  Number of Points of Sale Terminals;24635.0;JAN 2003;2003-01-01
Monthly;2003;;FEB;Total POS :  Number of Points of Sale Terminals;24825.0;FEB 2003;2003-02-01
Monthly;2003;;APR;Total POS :  Number of Points of Sale Terminals;25321.0;APR 2003;2003-04-01
Monthly;2004;;FEB;Total POS :  Number of Points of Sale Terminals;29892.0;FEB 2004;2004-02-01
Monthly;2004;;MAY;Total POS :  Number of Points of Sale Terminals;31602.0;MAY 2004;2004-05-01
Monthly;2005;;JUN;Total POS :  Number of Points of Sale Terminals;37575.0;JUN 2005;2005-06-01
Monthly;2005;;DEC;Total POS :  Number of Points of Sale Terminals;44253.0;DEC 2005;2005-12-01
Monthly;2006;;JAN;Total POS :  Number of Points of Sale Terminals;45484.0;JAN 2006;2006-01-01
Monthly;2006;;APR;Total POS :  Number of Points of Sale Terminals;46967.0;APR 2006;2006-04-01
Monthly;2006;;MAY;Total POS :  Number of Points of Sale Terminals;47692.0;MAY 2006;2006-05-01
Monthly;2006;;AUG;Total POS :  Number of Points of Sale Terminals;50556.0;AUG 2006;2006-08-01
Monthly;2006;;OCT;Total POS :  Number of Points of Sale Terminals;52056.0;OCT 2006;2006-10-01
Monthly;2007;;MAR;Total POS :  Number of Points of Sale Terminals;54806.0;MAR 2007;2007-03-01
Monthly;2007;;SEP;Total POS :  Number of Points of Sale Terminals;59537.0;SEP 2007;2007-09-01
Monthly;2008;;JAN;Total POS :  Number of Points of Sale Terminals;61995.0;JAN 2008;2008-01-01
Monthly;2008;;MAY;Total POS :  Number of Points of Sale Terminals;65452.0;MAY 2008;2008-05-01
Monthly;2009;;JUN;Total POS :  Number of Points of Sale Terminals;75269.0;JUN 2009;2009-06-01
Monthly;2010;;MAY;Total POS :  Number of Points of Sale Terminals;73520.0;MAY 2010;2010-05-01
Monthly;2011;;JUN;Total POS :  Number of Points of Sale Terminals;84473.0;JUN 2011;2011-06-01
Monthly;2012;;FEB;Total POS :  Number of Points of Sale Terminals;83097.0;FEB 2012;2012-02-01
Monthly;2012;;AUG;Total POS :  Number of Points of Sale Terminals;89257.0;AUG 2012;2012-08-01
Monthly;2012;;DEC;Total POS :  Number of Points of Sale Terminals;92538.0;DEC 2012;2012-12-01
Monthly;2013;;MAR;Total POS :  Number of Points of Sale Terminals;95969.0;MAR 2013;2013-03-01
Monthly;2014;;MAR;Total POS :  Number of Points of Sale Terminals;113345.0;MAR 2014;2014-03-01
Monthly;2014;;MAY;Total POS :  Number of Points of Sale Terminals;118844.0;MAY 2014;2014-05-01
Monthly;2014;;JUN;Total POS :  Number of Points of Sale Terminals;121609.0;JUN 2014;2014-06-01
Monthly;2014;;OCT;Total POS :  Number of Points of Sale Terminals;130273.0;OCT 2014;2014-10-01
Monthly;2015;;AUG;Total POS :  Number of Points of Sale Terminals;189727.0;AUG 2015;2015-08-01
Monthly;2017;;JAN;Total POS :  Number of Points of Sale Terminals;283952.0;JAN 2017;2017-01-01
Monthly;2017;;AUG;Total POS :  Number of Points of Sale Terminals;296646.0;AUG 2017;2017-08-01
Monthly;2017;;SEP;Total POS :  Number of Points of Sale Terminals;297447.0;SEP 2017;2017-09-01
Monthly;2018;;APR;Total POS :  Number of Points of Sale Terminals;315505.0;APR 2018;2018-04-01
Monthly;2019;;NOV;Total POS :  Number of Points of Sale Terminals;431175.0;NOV 2019;2019-11-01
Monthly;2019;;DEC;Total POS :  Number of Points of Sale Terminals;438618.0;DEC 2019;2019-12-01
Monthly;2021;;JUN;Total POS :  Number of Points of Sale Terminals;848358.0;JUN 2021;2021-06-01
Monthly;2023;;JUN;Total POS :  Number of Points of Sale Terminals;1603344.0;JUN 2023;2023-06-01
Monthly;2023;;JUL;Total POS :  Number of Points of Sale Terminals;1636500.0;JUL 2023;2023-07-01
Monthly;2023;;AUG;Total POS :  Number of Points of Sale Terminals;1685509.0;AUG 2023;2023-08-01
Monthly;2024;;MAY;Total POS :  Number of Points of Sale Terminals;1805939.0;MAY 2024;2024-05-01
Monthly;2024;;JUN;Total POS :  Number of Points of Sale Terminals;1802069.0;JUN 2024;2024-06-01
Monthly;2024;;DEC;Total POS :  Number of Points of Sale Terminals;1981111.0;DEC 2024;2024-12-01
Monthly;2025;;JAN;Total POS :  Number of Points of Sale Terminals;2013597.0;JAN 2025;2025-01-01
Monthly;2025;;MAY;Total POS :  Number of Points of Sale Terminals;2136878.0;MAY 2025;2025-05-01
Monthly;2025;;OCT;Total POS :  Number of Points of Sale Terminals;2313312.0;OCT 2025;2025-10-01
Monthly;2019;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;16056649.0;OCT 2019;2019-10-01
Monthly;2020;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;25594423.0;JAN 2020;2020-01-01
Monthly;2021;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;147493016.0;JUN 2021;2021-06-01
Monthly;2021;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;170203020.0;AUG 2021;2021-08-01
Monthly;2022;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;292790106.0;OCT 2022;2022-10-01
Monthly;2023;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;339816763.0;JUN 2023;2023-06-01
Monthly;2023;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;371270744.0;NOV 2023;2023-11-01
Monthly;2025;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;466905716.0;FEB 2025;2025-02-01
Monthly;2025;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;551630080.0;NOV 2025;2025-11-01
Monthly;2020;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;84263609.0;APR 2020;2020-04-01
Monthly;2021;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;247549122.0;MAR 2021;2021-03-01
Monthly;2021;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;233354722.0;APR 2021;2021-04-01
Monthly;2022;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;333623084.0;MAR 2022;2022-03-01
Monthly;2022;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;331037109.0;JUL 2022;2022-07-01
Monthly;2023;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;360154280.0;JAN 2023;2023-01-01
Monthly;2023;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;389586510.0;SEP 2023;2023-09-01
Monthly;2023;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;396692700.0;NOV 2023;2023-11-01
Monthly;2024;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;351889777.0;APR 2024;2024-04-01
Monthly;2024;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;382353392.0;SEP 2024;2024-09-01
Monthly;2025;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;378451856.0;MAR 2025;2025-03-01
Monthly;2025;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;379793573.0;JUN 2025;2025-06-01
Monthly;2025;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;414734475.0;AUG 2025;2025-08-01
Monthly;2019;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;391424.249;APR 2019;2019-04-01
Monthly;2019;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;517698.522;MAY 2019;2019-05-01
Monthly;2019;;DEC;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;1971412.586;DEC 2019;2019-12-01
Monthly;2020;;MAY;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;2977340.756;MAY 2020;2020-05-01
Monthly;2020;;JUN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;4825161.898;JUN 2020;2020-06-01
Monthly;2021;;APR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;9614895.2786509;APR 2021;2021-04-01
Monthly;2021;;JUN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;10446220.3643911;JUN 2021;2021-06-01
Monthly;2021;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;11491139.4989216;OCT 2021;2021-10-01
Monthly;2022;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;16369704.2359347;OCT 2022;2022-10-01
Monthly;2023;;SEP;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;18495428.9867051;SEP 2023;2023-09-01
Monthly;2024;;JUN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;24915693.8127049;JUN 2024;2024-06-01
Monthly;2024;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;25619472.9890555;JUL 2024;2024-07-01
Monthly;2025;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;30284994.3679763;JUL 2025;2025-07-01
Monthly;2019;;FEB;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;2300115.348;FEB 2019;2019-02-01
